_id,latitude,longitude,transaction_status
659437eb4e83923ff7707a1f,20.50N,80.41E,TRANSACTION_SUCCESS
659437eb4e83923ff7707a20,18.16N,73.04E,TRANSACTION_SUCCESS
659437eb4e83923ff7707a21,16.76N,80.47E,TRANSACTION_SUCCESS
659437eb4e83923ff7707a22,17.60N,74.88E,TRANSACTION_SUCCESS
659437eb4e83923ff7707a23,21.37N,80.41E,TRANSACTION_SUCCESS
659437eb4e83923ff7707a24,20.14N,79.52E,TRANSACTION_SUCCESS
659437eb4e83923ff7707a25,19.07N,77.01E,TRANSACTION_SUCCESS
659437eb4e83923ff7707a26,19.62N,75.29E,TRANSACTION_SUCCESS
659437eb4e83923ff7707a27,17.78N,79.90E,TRANSACTION_SUCCESS
659437eb4e83923ff7707a28,20.63N,73.95E,TRANSACTION_SUCCESS
659437ec4e83923ff7707a29,20.21N,77.30E,TRANSACTION_SUCCESS
659437ec4e83923ff7707a2a,16.81N,74.47E,TRANSACTION_SUCCESS
659437ec4e83923ff7707a2b,19.32N,76.00E,TRANSACTION_SUCCESS
659437ec4e83923ff7707a2c,21.27N,75.27E,TRANSACTION_SUCCESS
659437ec4e83923ff7707a2d,19.87N,75.88E,TRANSACTION_SUCCESS
659437ec4e83923ff7707a2e,15.44N,76.93E,TRANSACTION_SUCCESS
659437ec4e83923ff7707a2f,21.65N,75.58E,TRANSACTION_SUCCESS
659437ec4e83923ff7707a30,17.87N,75.03E,TRANSACTION_SUCCESS
659437ec4e83923ff7707a31,19.39N,77.20E,TRANSACTION_SUCCESS
659437ed4e83923ff7707a32,18.50N,73.83E,TRANSACTION_SUCCESS
659437ed4e83923ff7707a33,21.03N,74.26E,TRANSACTION_SUCCESS
659437ed4e83923ff7707a34,21.30N,72.66E,TRANSACTION_SUCCESS
659437ed4e83923ff7707a35,20.14N,77.37E,TRANSACTION_FAILED
659437ed4e83923ff7707a36,17.82N,78.55E,TRANSACTION_SUCCESS
659437ed4e83923ff7707a37,20.29N,75.96E,TRANSACTION_SUCCESS
659437ed4e83923ff7707a38,19.41N,74.54E,TRANSACTION_SUCCESS
659437ed4e83923ff7707a39,18.16N,74.29E,TRANSACTION_PENDING
659437ed4e83923ff7707a3a,20.43N,72.74E,TRANSACTION_SUCCESS
659437ed4e83923ff7707a3b,20.62N,73.86E,TRANSACTION_SUCCESS
659437ed4e83923ff7707a3c,16.31N,75.28E,TRANSACTION_SUCCESS
659437ee4e83923ff7707a3d,16.15N,74.60E,TRANSACTION_SUCCESS
659437ee4e83923ff7707a3e,18.19N,72.90E,TRANSACTION_SUCCESS
659437ee4e83923ff7707a3f,16.11N,79.76E,TRANSACTION_SUCCESS
659437ee4e83923ff7707a40,18.39N,80.28E,TRANSACTION_SUCCESS
659437ee4e83923ff7707a41,19.72N,75.42E,TRANSACTION_SUCCESS
659437ee4e83923ff7707a42,18.67N,77.92E,TRANSACTION_SUCCESS
659437ee4e83923ff7707a43,22.08N,79.17E,TRANSACTION_SUCCESS
659437ee4e83923ff7707a44,22.08N,79.31E,TRANSACTION_SUCCESS
659437ee4e83923ff7707a45,20.49N,73.22E,TRANSACTION_SUCCESS
659437ef4e83923ff7707a46,16.69N,74.56E,TRANSACTION_SUCCESS
659437ef4e83923ff7707a47,20.46N,72.57E,TRANSACTION_SUCCESS
659437ef4e83923ff7707a48,19.29N,75.60E,TRANSACTION_SUCCESS
659437ef4e83923ff7707a49,17.81N,80.19E,TRANSACTION_SUCCESS
659437ef4e83923ff7707a4a,18.90N,76.50E,TRANSACTION_SUCCESS
659437ef4e83923ff7707a4b,18.74N,77.09E,TRANSACTION_SUCCESS
659437ef4e83923ff7707a4c,20.71N,75.15E,TRANSACTION_SUCCESS
659437ef4e83923ff7707a4d,16.95N,74.95E,TRANSACTION_SUCCESS
659437f04e83923ff7707a4e,19.79N,74.50E,TRANSACTION_SUCCESS
659437f04e83923ff7707a4f,18.40N,74.43E,TRANSACTION_SUCCESS
659437f04e83923ff7707a50,20.48N,78.49E,TRANSACTION_SUCCESS
659437f04e83923ff7707a51,21.42N,75.24E,TRANSACTION_SUCCESS
659437f04e83923ff7707a52,17.12N,77.40E,TRANSACTION_FAILED
659437f04e83923ff7707a53,17.74N,76.14E,TRANSACTION_SUCCESS
659437f04e83923ff7707a54,17.84N,76.53E,TRANSACTION_SUCCESS
659437f04e83923ff7707a55,21.76N,78.35E,TRANSACTION_FAILED
659437f04e83923ff7707a56,20.73N,74.91E,TRANSACTION_SUCCESS
659437f14e83923ff7707a57,17.41N,73.04E,TRANSACTION_SUCCESS
659437f14e83923ff7707a58,20.17N,80.13E,TRANSACTION_SUCCESS
659437f14e83923ff7707a59,19.20N,76.16E,TRANSACTION_SUCCESS
659437f14e83923ff7707a5a,19.44N,75.41E,TRANSACTION_SUCCESS
659437f14e83923ff7707a5b,21.43N,78.69E,TRANSACTION_SUCCESS
659437f14e83923ff7707a5c,18.52N,74.83E,TRANSACTION_SUCCESS
659437f14e83923ff7707a5d,16.10N,78.07E,TRANSACTION_SUCCESS
659437f14e83923ff7707a5e,16.58N,77.32E,TRANSACTION_SUCCESS
659437f14e83923ff7707a5f,19.36N,78.55E,TRANSACTION_SUCCESS
659437f14e83923ff7707a60,18.30N,79.21E,TRANSACTION_SUCCESS
659437f24e83923ff7707a61,21.94N,77.83E,TRANSACTION_SUCCESS
659437f24e83923ff7707a62,19.60N,72.91E,TRANSACTION_SUCCESS
659437f24e83923ff7707a63,17.18N,73.06E,TRANSACTION_SUCCESS
659437f24e83923ff7707a64,16.70N,76.05E,TRANSACTION_FAILED
659437f24e83923ff7707a65,18.50N,79.26E,TRANSACTION_SUCCESS
659437f24e83923ff7707a66,21.41N,76.42E,TRANSACTION_SUCCESS
659437f24e83923ff7707a67,16.88N,73.30E,TRANSACTION_SUCCESS
659437f24e83923ff7707a68,17.61N,77.48E,TRANSACTION_SUCCESS
659437f24e83923ff7707a69,16.17N,75.93E,TRANSACTION_SUCCESS
659437f34e83923ff7707a6a,16.46N,74.55E,TRANSACTION_SUCCESS
659437f34e83923ff7707a6b,18.59N,78.14E,TRANSACTION_SUCCESS
659437f34e83923ff7707a6c,22.10N,76.38E,TRANSACTION_SUCCESS
659437f34e83923ff7707a6d,16.59N,74.11E,TRANSACTION_SUCCESS
659437f34e83923ff7707a6e,20.30N,72.85E,TRANSACTION_SUCCESS
659437f34e83923ff7707a6f,15.71N,77.82E,TRANSACTION_SUCCESS
659437f34e83923ff7707a70,15.96N,78.89E,TRANSACTION_SUCCESS
659437f34e83923ff7707a71,19.09N,78.50E,TRANSACTION_SUCCESS
659437f34e83923ff7707a72,18.23N,77.91E,TRANSACTION_SUCCESS
659437f34e83923ff7707a73,19.45N,76.65E,TRANSACTION_SUCCESS
659437f44e83923ff7707a74,19.83N,78.06E,TRANSACTION_SUCCESS
659437f44e83923ff7707a75,17.88N,74.67E,TRANSACTION_SUCCESS
659437f44e83923ff7707a76,17.18N,80.50E,TRANSACTION_SUCCESS
659437f44e83923ff7707a77,21.89N,79.50E,TRANSACTION_SUCCESS
659437f44e83923ff7707a78,16.26N,74.96E,TRANSACTION_SUCCESS
659437f44e83923ff7707a79,21.86N,73.28E,TRANSACTION_SUCCESS
659437f44e83923ff7707a7a,15.80N,77.66E,TRANSACTION_SUCCESS
659437f44e83923ff7707a7b,21.88N,72.78E,TRANSACTION_SUCCESS
659437f44e83923ff7707a7c,21.99N,78.85E,TRANSACTION_SUCCESS
659437f44e83923ff7707a7d,18.85N,77.46E,TRANSACTION_SUCCESS
659437f54e83923ff7707a7e,19.60N,72.38E,TRANSACTION_SUCCESS
659437f54e83923ff7707a7f,15.98N,78.61E,TRANSACTION_SUCCESS
659437f54e83923ff7707a80,18.00N,76.60E,TRANSACTION_SUCCESS
659437f54e83923ff7707a81,16.74N,79.49E,TRANSACTION_SUCCESS
659437f54e83923ff7707a82,21.88N,75.91E,TRANSACTION_SUCCESS
659437f54e83923ff7707a83,20.22N,75.48E,TRANSACTION_SUCCESS
659437f54e83923ff7707a84,18.12N,74.08E,TRANSACTION_SUCCESS
659437f54e83923ff7707a85,19.88N,75.08E,TRANSACTION_SUCCESS
659437f54e83923ff7707a86,20.25N,79.18E,TRANSACTION_SUCCESS
659437f54e83923ff7707a87,17.46N,79.94E,TRANSACTION_SUCCESS
659437f54e83923ff7707a88,15.57N,77.28E,TRANSACTION_SUCCESS
659437f64e83923ff7707a89,16.50N,78.09E,TRANSACTION_SUCCESS
659437f64e83923ff7707a8a,15.99N,80.24E,TRANSACTION_SUCCESS
659437f64e83923ff7707a8b,19.98N,79.83E,TRANSACTION_SUCCESS
659437f64e83923ff7707a8c,15.35N,72.39E,TRANSACTION_SUCCESS
659437f64e83923ff7707a8d,20.23N,80.03E,TRANSACTION_SUCCESS
659437f64e83923ff7707a8e,21.95N,75.41E,TRANSACTION_SUCCESS
659437f64e83923ff7707a8f,21.48N,75.90E,TRANSACTION_SUCCESS
659437f64e83923ff7707a90,20.04N,74.85E,TRANSACTION_SUCCESS
659437f64e83923ff7707a91,21.68N,78.63E,TRANSACTION_SUCCESS
659437f64e83923ff7707a92,17.87N,79.18E,TRANSACTION_SUCCESS
659437f74e83923ff7707a93,15.78N,74.90E,TRANSACTION_SUCCESS
659437f74e83923ff7707a94,21.93N,80.29E,TRANSACTION_SUCCESS
659437f74e83923ff7707a95,17.42N,78.62E,TRANSACTION_SUCCESS
659437f74e83923ff7707a96,21.71N,74.62E,TRANSACTION_SUCCESS
659437f74e83923ff7707a97,16.08N,77.94E,TRANSACTION_SUCCESS
659437f74e83923ff7707a98,20.64N,79.50E,TRANSACTION_SUCCESS
659437f74e83923ff7707a99,16.22N,80.51E,TRANSACTION_FAILED
659437f74e83923ff7707a9a,16.39N,75.55E,TRANSACTION_SUCCESS
659437f74e83923ff7707a9b,19.76N,77.60E,TRANSACTION_SUCCESS
659437f74e83923ff7707a9c,16.89N,74.71E,TRANSACTION_SUCCESS
659437f84e83923ff7707a9d,17.79N,73.29E,TRANSACTION_SUCCESS
659437f84e83923ff7707a9e,20.05N,80.12E,TRANSACTION_SUCCESS
659437f84e83923ff7707a9f,21.62N,79.70E,TRANSACTION_SUCCESS
659437f84e83923ff7707aa0,19.97N,75.48E,TRANSACTION_PENDING
659437f84e83923ff7707aa1,17.43N,72.88E,TRANSACTION_SUCCESS
659437f84e83923ff7707aa2,18.96N,76.70E,TRANSACTION_SUCCESS
659437f84e83923ff7707aa3,21.36N,74.19E,TRANSACTION_SUCCESS
659437f84e83923ff7707aa4,21.76N,80.13E,TRANSACTION_FAILED
659437f84e83923ff7707aa5,15.65N,76.95E,TRANSACTION_SUCCESS
659437f84e83923ff7707aa6,15.92N,73.66E,TRANSACTION_SUCCESS
659437f84e83923ff7707aa7,19.73N,76.75E,TRANSACTION_SUCCESS
659437f94e83923ff7707aa8,22.06N,79.68E,TRANSACTION_SUCCESS
659437f94e83923ff7707aa9,20.92N,74.69E,TRANSACTION_SUCCESS
659437f94e83923ff7707aaa,16.91N,80.12E,TRANSACTION_SUCCESS
659437f94e83923ff7707aab,18.90N,80.44E,TRANSACTION_SUCCESS
659437f94e83923ff7707aac,17.70N,77.87E,TRANSACTION_SUCCESS
659437f94e83923ff7707aad,17.99N,80.13E,TRANSACTION_PENDING
659437f94e83923ff7707aae,16.27N,78.64E,TRANSACTION_SUCCESS
659437f94e83923ff7707aaf,18.03N,74.56E,TRANSACTION_SUCCESS
659437f94e83923ff7707ab0,21.86N,76.56E,TRANSACTION_SUCCESS
659437f94e83923ff7707ab1,19.10N,75.01E,TRANSACTION_SUCCESS
659437fa4e83923ff7707ab2,20.74N,78.29E,TRANSACTION_FAILED
659437fa4e83923ff7707ab3,19.62N,77.74E,TRANSACTION_SUCCESS
659437fa4e83923ff7707ab4,18.75N,76.35E,TRANSACTION_SUCCESS
659437fa4e83923ff7707ab5,18.95N,74.78E,TRANSACTION_SUCCESS
659437fa4e83923ff7707ab6,17.46N,72.38E,TRANSACTION_SUCCESS
659437fa4e83923ff7707ab7,16.02N,74.91E,TRANSACTION_SUCCESS
659437fa4e83923ff7707ab8,20.63N,74.66E,TRANSACTION_SUCCESS
659437fa4e83923ff7707ab9,17.41N,76.90E,TRANSACTION_PENDING
659437fa4e83923ff7707aba,21.66N,75.95E,TRANSACTION_SUCCESS
659437fa4e83923ff7707abb,17.71N,80.42E,TRANSACTION_SUCCESS
659437fb4e83923ff7707abc,19.90N,77.68E,TRANSACTION_SUCCESS
659437fb4e83923ff7707abd,17.68N,77.99E,TRANSACTION_SUCCESS
659437fb4e83923ff7707abe,17.88N,76.98E,TRANSACTION_SUCCESS
659437fb4e83923ff7707abf,18.70N,72.93E,TRANSACTION_SUCCESS
659437fb4e83923ff7707ac0,21.69N,76.38E,TRANSACTION_SUCCESS
659437fb4e83923ff7707ac1,19.51N,79.30E,TRANSACTION_PENDING
659437fb4e83923ff7707ac2,17.32N,78.53E,TRANSACTION_SUCCESS
659437fb4e83923ff7707ac3,20.46N,77.12E,TRANSACTION_SUCCESS
659437fb4e83923ff7707ac4,16.04N,76.53E,TRANSACTION_SUCCESS
659437fb4e83923ff7707ac5,17.39N,75.29E,TRANSACTION_SUCCESS
659437fb4e83923ff7707ac6,19.13N,72.85E,TRANSACTION_SUCCESS
659437fc4e83923ff7707ac7,20.26N,72.46E,TRANSACTION_FAILED
659437fc4e83923ff7707ac8,17.93N,78.04E,TRANSACTION_SUCCESS
659437fc4e83923ff7707ac9,19.97N,74.70E,TRANSACTION_SUCCESS
659437fc4e83923ff7707aca,21.40N,80.07E,TRANSACTION_SUCCESS
659437fc4e83923ff7707acb,17.37N,72.75E,TRANSACTION_SUCCESS
659437fc4e83923ff7707acc,20.39N,77.86E,TRANSACTION_SUCCESS
659437fc4e83923ff7707acd,18.25N,74.17E,TRANSACTION_SUCCESS
659437fc4e83923ff7707ace,19.74N,73.43E,TRANSACTION_SUCCESS
659437fc4e83923ff7707acf,19.28N,78.76E,TRANSACTION_SUCCESS
659437fc4e83923ff7707ad0,19.05N,75.48E,TRANSACTION_SUCCESS
659437fd4e83923ff7707ad1,16.95N,74.63E,TRANSACTION_SUCCESS
659437fd4e83923ff7707ad2,18.32N,73.43E,TRANSACTION_SUCCESS
659437fd4e83923ff7707ad3,15.40N,77.41E,TRANSACTION_SUCCESS
659437fd4e83923ff7707ad4,18.35N,75.41E,TRANSACTION_SUCCESS
659437fd4e83923ff7707ad5,18.60N,73.55E,TRANSACTION_SUCCESS
659437fd4e83923ff7707ad6,17.30N,74.74E,TRANSACTION_SUCCESS
659437fd4e83923ff7707ad7,18.40N,73.97E,TRANSACTION_SUCCESS
659437fd4e83923ff7707ad8,18.44N,78.36E,TRANSACTION_SUCCESS
659437fd4e83923ff7707ad9,19.19N,77.84E,TRANSACTION_SUCCESS
659437fd4e83923ff7707ada,22.05N,76.92E,TRANSACTION_SUCCESS
659437fe4e83923ff7707adb,18.57N,74.67E,TRANSACTION_SUCCESS
659437fe4e83923ff7707adc,16.41N,76.71E,TRANSACTION_SUCCESS
659437fe4e83923ff7707add,21.33N,73.60E,TRANSACTION_FAILED
659437fe4e83923ff7707ade,20.02N,76.68E,TRANSACTION_SUCCESS
659437fe4e83923ff7707adf,19.77N,77.27E,TRANSACTION_SUCCESS
659437fe4e83923ff7707ae0,17.70N,74.47E,TRANSACTION_SUCCESS
659437fe4e83923ff7707ae1,19.80N,76.19E,TRANSACTION_SUCCESS
659437fe4e83923ff7707ae2,20.09N,78.39E,TRANSACTION_SUCCESS
659437fe4e83923ff7707ae3,17.70N,80.24E,TRANSACTION_SUCCESS
659437ff4e83923ff7707ae4,21.70N,73.17E,TRANSACTION_SUCCESS
659437ff4e83923ff7707ae5,15.78N,77.78E,TRANSACTION_SUCCESS
659437ff4e83923ff7707ae6,17.23N,73.50E,TRANSACTION_SUCCESS
659437ff4e83923ff7707ae7,18.50N,80.43E,TRANSACTION_SUCCESS
659437ff4e83923ff7707ae8,18.22N,79.81E,TRANSACTION_SUCCESS
659437ff4e83923ff7707ae9,22.04N,73.09E,TRANSACTION_SUCCESS
659437ff4e83923ff7707aea,15.80N,78.54E,TRANSACTION_SUCCESS
659437ff4e83923ff7707aeb,22.05N,73.70E,TRANSACTION_SUCCESS
659437ff4e83923ff7707aec,16.00N,72.99E,TRANSACTION_SUCCESS
659437ff4e83923ff7707aed,19.45N,76.35E,TRANSACTION_PENDING
659438004e83923ff7707aee,17.29N,72.92E,TRANSACTION_FAILED
659438004e83923ff7707aef,16.57N,80.37E,TRANSACTION_SUCCESS
659438004e83923ff7707af0,17.18N,73.13E,TRANSACTION_SUCCESS
659438004e83923ff7707af1,16.26N,76.73E,TRANSACTION_SUCCESS
659438004e83923ff7707af2,21.83N,74.26E,TRANSACTION_SUCCESS
659438004e83923ff7707af3,15.99N,76.63E,TRANSACTION_SUCCESS
659438004e83923ff7707af4,16.91N,74.63E,TRANSACTION_SUCCESS
659438004e83923ff7707af5,21.99N,75.11E,TRANSACTION_SUCCESS
659438004e83923ff7707af6,16.01N,72.89E,TRANSACTION_SUCCESS
659438004e83923ff7707af7,17.97N,77.96E,TRANSACTION_SUCCESS
659438014e83923ff7707af8,15.73N,75.87E,TRANSACTION_SUCCESS
659438014e83923ff7707af9,16.40N,75.31E,TRANSACTION_SUCCESS
659438014e83923ff7707afa,21.90N,72.53E,TRANSACTION_SUCCESS
659438014e83923ff7707afb,20.16N,78.48E,TRANSACTION_SUCCESS
659438014e83923ff7707afc,20.22N,79.90E,TRANSACTION_SUCCESS
659438014e83923ff7707afd,19.19N,73.14E,TRANSACTION_SUCCESS
659438014e83923ff7707afe,18.28N,76.47E,TRANSACTION_SUCCESS
659438014e83923ff7707aff,17.15N,80.41E,TRANSACTION_SUCCESS
659438014e83923ff7707b00,16.95N,79.43E,TRANSACTION_SUCCESS
659438014e83923ff7707b01,19.88N,73.32E,TRANSACTION_SUCCESS
659438024e83923ff7707b02,21.92N,77.97E,TRANSACTION_SUCCESS
659438024e83923ff7707b03,18.08N,72.64E,TRANSACTION_SUCCESS
659438024e83923ff7707b04,20.67N,78.67E,TRANSACTION_SUCCESS
659438024e83923ff7707b05,21.66N,74.85E,TRANSACTION_SUCCESS
659438024e83923ff7707b06,21.46N,75.66E,TRANSACTION_FAILED
659438024e83923ff7707b07,16.56N,74.40E,TRANSACTION_SUCCESS
659438024e83923ff7707b08,20.25N,73.26E,TRANSACTION_SUCCESS
659438024e83923ff7707b09,19.38N,73.87E,TRANSACTION_SUCCESS
659438024e83923ff7707b0a,18.81N,78.86E,TRANSACTION_SUCCESS
659438024e83923ff7707b0b,18.16N,77.94E,TRANSACTION_SUCCESS
659438034e83923ff7707b0c,18.95N,75.63E,TRANSACTION_SUCCESS
659438034e83923ff7707b0d,18.12N,74.11E,TRANSACTION_SUCCESS
659438034e83923ff7707b0e,16.03N,80.12E,TRANSACTION_SUCCESS
659438034e83923ff7707b0f,18.13N,76.34E,TRANSACTION_SUCCESS
659438034e83923ff7707b10,15.54N,77.95E,TRANSACTION_SUCCESS
659438034e83923ff7707b11,22.08N,78.72E,TRANSACTION_SUCCESS
659438034e83923ff7707b12,19.45N,73.02E,TRANSACTION_SUCCESS
659438034e83923ff7707b13,18.79N,78.78E,TRANSACTION_FAILED
659438034e83923ff7707b14,21.21N,74.70E,TRANSACTION_FAILED
659438044e83923ff7707b15,15.99N,73.19E,TRANSACTION_SUCCESS
659438044e83923ff7707b16,21.18N,79.42E,TRANSACTION_SUCCESS
659438044e83923ff7707b17,20.68N,75.93E,TRANSACTION_SUCCESS
659438044e83923ff7707b18,19.19N,74.50E,TRANSACTION_SUCCESS
659438044e83923ff7707b19,19.43N,78.40E,TRANSACTION_SUCCESS
659438044e83923ff7707b1a,21.23N,80.15E,TRANSACTION_SUCCESS
659438044e83923ff7707b1b,21.82N,79.23E,TRANSACTION_SUCCESS
659438044e83923ff7707b1c,20.70N,77.37E,TRANSACTION_SUCCESS
659438044e83923ff7707b1d,16.58N,73.54E,TRANSACTION_SUCCESS
659438054e83923ff7707b1e,19.12N,75.60E,TRANSACTION_SUCCESS
659438054e83923ff7707b1f,17.34N,74.87E,TRANSACTION_SUCCESS
659438054e83923ff7707b20,19.49N,77.69E,TRANSACTION_SUCCESS
659438054e83923ff7707b21,17.83N,79.40E,TRANSACTION_SUCCESS
659438054e83923ff7707b22,15.97N,75.82E,TRANSACTION_SUCCESS
659438054e83923ff7707b23,15.70N,75.40E,TRANSACTION_SUCCESS
659438054e83923ff7707b24,20.15N,77.16E,TRANSACTION_SUCCESS
659438054e83923ff7707b25,16.26N,76.66E,TRANSACTION_SUCCESS
659438054e83923ff7707b26,17.84N,79.33E,TRANSACTION_SUCCESS
659438054e83923ff7707b27,18.20N,75.75E,TRANSACTION_SUCCESS
659438064e83923ff7707b28,18.95N,76.84E,TRANSACTION_SUCCESS
659438064e83923ff7707b29,21.50N,74.64E,TRANSACTION_SUCCESS
659438064e83923ff7707b2a,17.92N,77.54E,TRANSACTION_SUCCESS
659438064e83923ff7707b2b,19.77N,74.53E,TRANSACTION_FAILED
659438064e83923ff7707b2c,16.86N,75.08E,TRANSACTION_SUCCESS
659438064e83923ff7707b2d,16.52N,74.15E,TRANSACTION_SUCCESS
659438064e83923ff7707b2e,19.51N,79.77E,TRANSACTION_SUCCESS
659438064e83923ff7707b2f,20.52N,77.68E,TRANSACTION_SUCCESS
659438064e83923ff7707b30,16.59N,74.79E,TRANSACTION_SUCCESS
659438064e83923ff7707b31,18.53N,74.13E,TRANSACTION_SUCCESS
659438074e83923ff7707b32,19.76N,74.78E,TRANSACTION_SUCCESS
659438074e83923ff7707b33,20.01N,73.97E,TRANSACTION_SUCCESS
659438074e83923ff7707b34,21.54N,77.91E,TRANSACTION_SUCCESS
659438074e83923ff7707b35,16.74N,78.03E,TRANSACTION_SUCCESS
659438074e83923ff7707b36,20.07N,77.90E,TRANSACTION_SUCCESS
659438074e83923ff7707b37,20.32N,76.47E,TRANSACTION_SUCCESS
659438074e83923ff7707b38,19.64N,77.51E,TRANSACTION_SUCCESS
659438074e83923ff7707b39,16.51N,74.54E,TRANSACTION_SUCCESS
659438074e83923ff7707b3a,16.04N,77.99E,TRANSACTION_SUCCESS
659438074e83923ff7707b3b,16.80N,74.87E,TRANSACTION_SUCCESS
659438074e83923ff7707b3c,18.09N,78.58E,TRANSACTION_SUCCESS
659438084e83923ff7707b3d,17.98N,79.50E,TRANSACTION_SUCCESS
659438084e83923ff7707b3e,17.80N,76.10E,TRANSACTION_PENDING
659438084e83923ff7707b3f,20.33N,73.13E,TRANSACTION_SUCCESS
659438084e83923ff7707b40,16.48N,74.90E,TRANSACTION_SUCCESS
659438084e83923ff7707b41,16.08N,74.60E,TRANSACTION_SUCCESS
659438084e83923ff7707b42,18.07N,80.30E,TRANSACTION_SUCCESS
659438084e83923ff7707b43,21.32N,78.21E,TRANSACTION_PENDING
659438084e83923ff7707b44,15.69N,74.07E,TRANSACTION_SUCCESS
659438084e83923ff7707b45,17.57N,72.40E,TRANSACTION_SUCCESS
659438094e83923ff7707b46,16.08N,74.51E,TRANSACTION_SUCCESS
659438094e83923ff7707b47,19.34N,75.24E,TRANSACTION_SUCCESS
659438094e83923ff7707b48,18.20N,74.24E,TRANSACTION_SUCCESS
659438094e83923ff7707b49,17.03N,77.32E,TRANSACTION_SUCCESS
659438094e83923ff7707b4a,18.09N,73.12E,TRANSACTION_SUCCESS
659438094e83923ff7707b4b,19.41N,78.99E,TRANSACTION_PENDING
659438094e83923ff7707b4c,16.19N,77.46E,TRANSACTION_SUCCESS
659438094e83923ff7707b4d,20.88N,76.36E,TRANSACTION_SUCCESS
659438094e83923ff7707b4e,15.87N,78.04E,TRANSACTION_SUCCESS
659438094e83923ff7707b4f,16.68N,72.73E,TRANSACTION_SUCCESS
659438094e83923ff7707b50,16.04N,79.56E,TRANSACTION_SUCCESS
6594380a4e83923ff7707b51,19.13N,73.19E,TRANSACTION_SUCCESS
6594380a4e83923ff7707b52,20.80N,77.48E,TRANSACTION_SUCCESS
6594380a4e83923ff7707b53,21.60N,80.14E,TRANSACTION_SUCCESS
6594380a4e83923ff7707b54,16.08N,73.47E,TRANSACTION_SUCCESS
6594380a4e83923ff7707b55,20.68N,77.50E,TRANSACTION_SUCCESS
6594380a4e83923ff7707b56,21.35N,72.41E,TRANSACTION_SUCCESS
6594380a4e83923ff7707b57,18.73N,74.90E,TRANSACTION_SUCCESS
6594380a4e83923ff7707b58,20.98N,73.81E,TRANSACTION_SUCCESS
6594380a4e83923ff7707b59,19.45N,75.31E,TRANSACTION_SUCCESS
6594380a4e83923ff7707b5a,19.93N,72.55E,TRANSACTION_SUCCESS
6594380b4e83923ff7707b5b,15.36N,74.15E,TRANSACTION_SUCCESS
6594380b4e83923ff7707b5c,16.63N,76.61E,TRANSACTION_SUCCESS
6594380b4e83923ff7707b5d,17.14N,73.10E,TRANSACTION_SUCCESS
6594380b4e83923ff7707b5e,19.26N,76.37E,TRANSACTION_SUCCESS
6594380b4e83923ff7707b5f,17.67N,78.86E,TRANSACTION_FAILED
6594380b4e83923ff7707b60,16.11N,75.44E,TRANSACTION_SUCCESS
6594380b4e83923ff7707b61,17.49N,75.58E,TRANSACTION_SUCCESS
6594380b4e83923ff7707b62,20.45N,76.56E,TRANSACTION_SUCCESS
6594380b4e83923ff7707b63,15.72N,72.81E,TRANSACTION_SUCCESS
6594380b4e83923ff7707b64,20.90N,78.42E,TRANSACTION_SUCCESS
6594380c4e83923ff7707b65,15.85N,77.74E,TRANSACTION_SUCCESS
6594380c4e83923ff7707b66,16.44N,80.19E,TRANSACTION_SUCCESS
