id,ammount,transactionStatus,transactionTime,transactionCompletion,TRANSACTION_CITY
TransactionID_34,168,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '18.62N', 'longitude': '74.26E'}"
TransactionID_35,6362,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '18.43N', 'longitude': '76.94E'}"
TransactionID_36,7003,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.78N', 'longitude': '73.53E'}"
TransactionID_37,1650,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '19.69N', 'longitude': '76.30E'}"
TransactionID_38,4440,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '20.32N', 'longitude': '76.67E'}"
TransactionID_39,4315,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '20.03N', 'longitude': '77.37E'}"
TransactionID_40,8692,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '17.72N', 'longitude': '80.01E'}"
TransactionID_41,5157,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '20.55N', 'longitude': '72.93E'}"
TransactionID_42,5279,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.18N', 'longitude': '75.90E'}"
TransactionID_43,5353,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.17N', 'longitude': '72.59E'}"
TransactionID_44,3909,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.00N', 'longitude': '78.23E'}"
TransactionID_45,5687,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '20.07N', 'longitude': '76.76E'}"
TransactionID_46,5541,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.42N', 'longitude': '73.45E'}"
TransactionID_47,4185,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '18.49N', 'longitude': '78.35E'}"
TransactionID_48,4580,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.90N', 'longitude': '77.97E'}"
TransactionID_49,9457,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '18.71N', 'longitude': '78.89E'}"
TransactionID_50,4607,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.89N', 'longitude': '72.65E'}"
TransactionID_51,9926,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '19.91N', 'longitude': '79.94E'}"
TransactionID_52,6202,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '17.22N', 'longitude': '79.81E'}"
TransactionID_53,5584,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.01N', 'longitude': '74.00E'}"
TransactionID_54,2488,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '18.55N', 'longitude': '73.75E'}"
TransactionID_55,3441,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.94N', 'longitude': '80.47E'}"
TransactionID_56,6129,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '18.07N', 'longitude': '78.97E'}"
TransactionID_57,5225,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '18.05N', 'longitude': '73.74E'}"
TransactionID_58,4528,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '19.02N', 'longitude': '79.31E'}"
TransactionID_59,9373,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '20.90N', 'longitude': '77.93E'}"
TransactionID_60,1398,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '20.09N', 'longitude': '80.10E'}"
TransactionID_61,4020,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '19.80N', 'longitude': '73.51E'}"
TransactionID_62,598,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.00N', 'longitude': '76.44E'}"
TransactionID_63,168,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.86N', 'longitude': '75.42E'}"
TransactionID_64,4835,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.21N', 'longitude': '76.73E'}"
TransactionID_65,6729,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '17.64N', 'longitude': '79.22E'}"
TransactionID_66,350,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '17.03N', 'longitude': '75.44E'}"
TransactionID_67,140,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '17.22N', 'longitude': '72.59E'}"
TransactionID_68,4646,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '18.39N', 'longitude': '77.86E'}"
TransactionID_69,9016,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.24N', 'longitude': '74.09E'}"
TransactionID_70,6005,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.76N', 'longitude': '73.01E'}"
TransactionID_71,8947,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.29N', 'longitude': '76.46E'}"
TransactionID_72,573,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.29N', 'longitude': '77.21E'}"
TransactionID_73,8578,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '17.63N', 'longitude': '72.66E'}"
TransactionID_74,4436,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '15.44N', 'longitude': '74.72E'}"
TransactionID_75,8103,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.76N', 'longitude': '79.13E'}"
TransactionID_76,1347,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '20.31N', 'longitude': '74.81E'}"
TransactionID_77,2106,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '18.71N', 'longitude': '79.90E'}"
TransactionID_78,5496,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '15.97N', 'longitude': '76.46E'}"
TransactionID_79,3911,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '15.39N', 'longitude': '77.64E'}"
TransactionID_80,2634,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.98N', 'longitude': '77.01E'}"
TransactionID_81,932,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.56N', 'longitude': '72.53E'}"
TransactionID_82,5024,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.98N', 'longitude': '79.70E'}"
TransactionID_83,5316,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '15.44N', 'longitude': '80.33E'}"
TransactionID_84,5849,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '19.95N', 'longitude': '78.80E'}"
TransactionID_85,5413,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.50N', 'longitude': '79.56E'}"
TransactionID_86,5980,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '15.96N', 'longitude': '74.42E'}"
TransactionID_87,4989,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '19.03N', 'longitude': '80.28E'}"
TransactionID_88,8775,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.12N', 'longitude': '74.61E'}"
TransactionID_89,5578,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '15.69N', 'longitude': '75.18E'}"
TransactionID_90,4006,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '15.90N', 'longitude': '78.47E'}"
TransactionID_91,7359,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.70N', 'longitude': '73.98E'}"
TransactionID_92,4484,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '19.20N', 'longitude': '78.74E'}"
TransactionID_93,4053,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '18.91N', 'longitude': '75.78E'}"
TransactionID_94,4234,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.73N', 'longitude': '74.41E'}"
TransactionID_95,5831,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '18.32N', 'longitude': '74.63E'}"
TransactionID_96,2954,TRANSACTION_PENDING,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.19N', 'longitude': '78.04E'}"
TransactionID_97,404,TRANSACTION_FAILED,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '21.79N', 'longitude': '78.64E'}"
TransactionID_98,2175,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '19.14N', 'longitude': '76.09E'}"
TransactionID_99,714,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '20.86N', 'longitude': '76.73E'}"
TransactionID_100,5052,TRANSACTION_SUCCESS,2023-11-26T06:01:19.209+00:00,2023-11-26T06:01:19.209+00:00,"{'latitude': '16.68N', 'longitude': '72.46E'}"
20231130212847525,8109,TRANSACTION_PENDING,2023-10-30T21:51:04.249+00:00,2023-11-02T00:55:04.249+00:00,"{'latitude': '16.18N', 'longitude': '79.19E'}"
20231130212847601,2332,TRANSACTION_SUCCESS,2023-11-01T00:08:04.249+00:00,2023-11-02T09:37:04.249+00:00,"{'latitude': '20.01N', 'longitude': '77.58E'}"
20231130212847285,6374,TRANSACTION_PENDING,2023-11-01T08:39:04.249+00:00,2023-11-05T19:48:04.249+00:00,"{'latitude': '16.70N', 'longitude': '77.35E'}"
20231130212847513,6611,TRANSACTION_FAILED,2023-11-03T12:59:04.249+00:00,2023-11-09T14:29:04.249+00:00,"{'latitude': '21.68N', 'longitude': '80.11E'}"
20231130212847460,2616,TRANSACTION_FAILED,2023-11-01T17:59:04.249+00:00,2023-11-06T15:13:04.249+00:00,"{'latitude': '20.61N', 'longitude': '75.58E'}"
20231130212847894,8116,TRANSACTION_SUCCESS,2023-11-01T02:51:04.249+00:00,2023-11-02T08:26:04.249+00:00,"{'latitude': '16.05N', 'longitude': '76.21E'}"
20231130212847257,531,TRANSACTION_PENDING,2023-11-02T12:49:04.249+00:00,2023-11-08T09:46:04.249+00:00,"{'latitude': '16.18N', 'longitude': '74.87E'}"
20231130212847738,5214,TRANSACTION_SUCCESS,2023-11-02T06:04:04.249+00:00,2023-11-03T01:04:04.249+00:00,"{'latitude': '17.72N', 'longitude': '78.81E'}"
20231130212847831,3738,TRANSACTION_SUCCESS,2023-11-04T08:38:04.249+00:00,2023-11-10T21:14:04.249+00:00,"{'latitude': '20.17N', 'longitude': '73.48E'}"
20231130212847562,2909,TRANSACTION_PENDING,2023-11-01T04:24:04.249+00:00,2023-11-03T11:26:04.249+00:00,"{'latitude': '20.63N', 'longitude': '75.73E'}"
20231130212847166,1907,TRANSACTION_SUCCESS,2023-10-31T02:32:04.249+00:00,2023-11-06T11:11:04.249+00:00,"{'latitude': '17.89N', 'longitude': '75.42E'}"
20231130212847709,2048,TRANSACTION_SUCCESS,2023-10-31T19:33:04.249+00:00,2023-11-07T04:22:04.249+00:00,"{'latitude': '17.56N', 'longitude': '73.29E'}"
20231130212847518,5728,TRANSACTION_SUCCESS,2023-11-02T20:36:04.249+00:00,2023-11-06T09:08:04.249+00:00,"{'latitude': '16.66N', 'longitude': '74.62E'}"
20231130212847013,3393,TRANSACTION_PENDING,2023-10-30T16:41:04.249+00:00,2023-10-31T03:22:04.249+00:00,"{'latitude': '21.52N', 'longitude': '75.86E'}"
20231130212847253,4949,TRANSACTION_SUCCESS,2023-11-03T13:04:04.249+00:00,2023-11-08T00:41:04.249+00:00,"{'latitude': '18.69N', 'longitude': '73.28E'}"
20231130212847552,2476,TRANSACTION_SUCCESS,2023-10-29T06:27:04.249+00:00,2023-11-04T12:14:04.249+00:00,"{'latitude': '16.08N', 'longitude': '75.32E'}"
20231130212847466,916,TRANSACTION_PENDING,2023-10-29T06:47:04.249+00:00,2023-10-31T14:32:04.249+00:00,"{'latitude': '19.55N', 'longitude': '74.33E'}"
20231130212847480,2766,TRANSACTION_PENDING,2023-10-31T02:16:04.249+00:00,2023-11-03T15:56:04.249+00:00,"{'latitude': '20.82N', 'longitude': '72.69E'}"
20231130212847563,5070,TRANSACTION_SUCCESS,2023-11-03T22:54:04.249+00:00,2023-11-09T05:09:04.249+00:00,"{'latitude': '20.87N', 'longitude': '74.55E'}"
20231130212847644,2450,TRANSACTION_SUCCESS,2023-11-03T17:52:04.249+00:00,2023-11-05T11:35:04.249+00:00,"{'latitude': '16.38N', 'longitude': '78.55E'}"
20231130212847800,1582,TRANSACTION_SUCCESS,2023-11-04T00:12:04.249+00:00,2023-11-06T14:23:04.249+00:00,"{'latitude': '16.28N', 'longitude': '78.61E'}"
20231130212847736,205,TRANSACTION_PENDING,2023-10-29T22:44:04.249+00:00,2023-11-04T09:41:04.249+00:00,"{'latitude': '17.73N', 'longitude': '75.60E'}"
20231130212847375,8738,TRANSACTION_SUCCESS,2023-10-30T04:24:04.249+00:00,2023-11-05T22:03:04.249+00:00,"{'latitude': '20.68N', 'longitude': '72.57E'}"
20231130212847536,6343,TRANSACTION_SUCCESS,2023-11-02T10:49:04.249+00:00,2023-11-05T14:35:04.249+00:00,"{'latitude': '20.87N', 'longitude': '79.64E'}"
20231130212847298,3127,TRANSACTION_SUCCESS,2023-11-04T18:11:04.249+00:00,2023-11-11T00:31:04.249+00:00,"{'latitude': '16.81N', 'longitude': '79.80E'}"
20231130212847862,2974,TRANSACTION_PENDING,2023-11-02T09:06:04.249+00:00,2023-11-02T13:20:04.249+00:00,"{'latitude': '18.03N', 'longitude': '74.59E'}"
20231130212847078,6929,TRANSACTION_SUCCESS,2023-11-02T10:02:04.249+00:00,2023-11-04T09:59:04.249+00:00,"{'latitude': '21.95N', 'longitude': '78.52E'}"
20231130212847295,9873,TRANSACTION_SUCCESS,2023-11-04T15:42:04.249+00:00,2023-11-09T20:07:04.249+00:00,"{'latitude': '21.74N', 'longitude': '76.12E'}"
20231130212847239,6262,TRANSACTION_SUCCESS,2023-11-03T07:43:04.249+00:00,2023-11-05T18:25:04.249+00:00,"{'latitude': '20.54N', 'longitude': '76.31E'}"
20231130212847992,7796,TRANSACTION_PENDING,2023-11-04T12:27:04.249+00:00,2023-11-09T09:45:04.249+00:00,"{'latitude': '20.79N', 'longitude': '79.73E'}"
